Country,region,continent,alliance,metric,value
Thailand,Southeast Asia,Asia,Non-NATO,coastline_km,3219
Algeria,Africa,Africa,Non-NATO,coastline_km,998
Sweden,Scandinavia,Europe,NATO,coastline_km,3218
Canada,Northern America,North America,NATO,coastline_km,202080
Singapore,Southeast Asia,Asia,Non-NATO,coastline_km,193
Greece,Southern Europe,Europe,NATO,coastline_km,13676
Nigeria,Africa,Africa,Non-NATO,coastline_km,853
Mexico,Mexico,North America,Non-NATO,coastline_km,9330
Argentina,Latin America,South America,Non-NATO,coastline_km,4989
North Korea,Asia-Pacific,Asia,Non-NATO,coastline_km,2495
Bangladesh,Asia-Pacific,Asia,Non-NATO,coastline_km,580
Netherlands,Western Europe,Europe,NATO,coastline_km,451
Myanmar,Southeast Asia,Asia,Non-NATO,coastline_km,1930
Norway,Scandinavia,Europe,NATO,coastline_km,25148
Portugal,Southern Europe,Europe,NATO,coastline_km,1793
South Africa,Africa,Africa,Non-NATO,coastline_km,2798
Philippines,Southeast Asia,Asia,Non-NATO,coastline_km,36289
Malaysia,Southeast Asia,Asia,Non-NATO,coastline_km,4675
Iraq,Middle East,Asia,Non-NATO,coastline_km,58
Switzerland,Central Europe,Europe,Non-NATO,coastline_km,0
Denmark,Scandinavia,Europe,NATO,coastline_km,7314
Colombia,Latin America,South America,Non-NATO,coastline_km,3208
Chile,Latin America,South America,Non-NATO,coastline_km,6435
Finland,Scandinavia,Europe,NATO,coastline_km,1250
Peru,Latin America,South America,Non-NATO,coastline_km,2414
Venezuela,Latin America,South America,Non-NATO,coastline_km,2800
Romania,Eastern Europe,Europe,Non-NATO,coastline_km,225
Ethiopia,Africa,Africa,Non-NATO,coastline_km,0
Czechia,Eastern Europe,Europe,NATO,coastline_km,0
United Arab Emirates,Middle East,Asia,Non-NATO,coastline_km,1318
Hungary,Eastern Europe,Europe,NATO,coastline_km,0
Angola,Africa,Africa,Non-NATO,coastline_km,1600
Kazakhstan,Asia,Asia,Non-NATO,coastline_km,26
Uzbekistan,Asia,Asia,Non-NATO,coastline_km,420
Morocco,Africa,Africa,Non-NATO,coastline_km,1835
Azerbaijan,Asia,Asia,Non-NATO,coastline_km,713
Belgium,Western Europe,Europe,NATO,coastline_km,67
Bulgaria,Eastern Europe,Europe,NATO,coastline_km,354
Serbia,Balkans,Europe,Non-NATO,coastline_km,0
Syria,Middle East,Asia,Non-NATO,coastline_km,193
Ecuador,Latin America,South America,Non-NATO,coastline_km,2237
Democratic Republic of the Congo,Africa,Africa,Non-NATO,coastline_km,37
Cuba,Central America,North America,Non-NATO,coastline_km,3735
Austria,Central Europe,Europe,Non-NATO,coastline_km,0
Sri Lanka,Asia-Pacific,Asia,Non-NATO,coastline_km,1340
Belarus,Eastern Europe,Europe,Non-NATO,coastline_km,0
Slovakia,Eastern Europe,Europe,NATO,coastline_km,0
Qatar,Middle East,Asia,Non-NATO,coastline_km,563
Sudan,Africa,Africa,Non-NATO,coastline_km,853
Croatia,Balkans,Europe,NATO,coastline_km,5835
Jordan,Middle East,Asia,Non-NATO,coastline_km,26
Libya,Africa,Africa,Non-NATO,coastline_km,1770
Turkmenistan,Asia,Asia,Non-NATO,coastline_km,1768
Albania,Balkans,Europe,NATO,coastline_km,362
Kuwait,Gulf Powers,Asia,Non-NATO,coastline_km,499
Bolivia,Latin America,South America,Non-NATO,coastline_km,0
Bahrain,Gulf Powers,Asia,Non-NATO,coastline_km,161
Oman,Gulf Powers,Asia,Non-NATO,coastline_km,2092
Kenya,Africa,Africa,Non-NATO,coastline_km,536
Chad,Africa,Africa,Non-NATO,coastline_km,0
Yemen,Middle East,Asia,Non-NATO,coastline_km,1906
New Zealand,Asia-Pacific,Oceania,Non-NATO,coastline_km,15134
Paraguay,Latin America,South America,Non-NATO,coastline_km,0
Lithuania,Northern Europe,Europe,NATO,coastline_km,90
Mozambique,Africa,Africa,Non-NATO,coastline_km,2470
Tunisia,Africa,Africa,Non-NATO,coastline_km,1148
Armenia,Asia,Asia,Non-NATO,coastline_km,0
Tanzania,Africa,Africa,Non-NATO,coastline_km,1424
Cameroon,Africa,Africa,Non-NATO,coastline_km,400
Georgia,Asia,Asia,Non-NATO,coastline_km,310
Cambodia,Southeast Asia,Asia,Non-NATO,coastline_km,443
Slovenia,Balkans,Europe,NATO,coastline_km,47
Ireland,Northern Europe,Europe,Non-NATO,coastline_km,1448
Mongolia,Asia-Pacific,Asia,Non-NATO,coastline_km,0
Latvia,Northern Europe,Europe,NATO,coastline_km,498
Uruguay,Latin America,South America,Non-NATO,coastline_km,660
Honduras,Central America,North America,Non-NATO,coastline_km,832
Ivory Coast,Africa,Africa,Non-NATO,coastline_km,515
Guatemala,Central America,North America,Non-NATO,coastline_km,400
Mali,Africa,Africa,Non-NATO,coastline_km,0
Kyrgyzstan,Asia,Asia,Non-NATO,coastline_km,0
Laos,Southeast Asia,Asia,Non-NATO,coastline_km,0
Estonia,Northern Europe,Europe,NATO,coastline_km,3794
Tajikistan,Asia,Asia,Non-NATO,coastline_km,0
Zambia,Africa,Africa,Non-NATO,coastline_km,0
Ghana,Africa,Africa,Non-NATO,coastline_km,539
Zimbabwe,Africa,Africa,Non-NATO,coastline_km,0
North Macedonia,Balkans,Europe,Non-NATO,coastline_km,0
South Sudan,Africa,Africa,Non-NATO,coastline_km,0
Uganda,Africa,Africa,Non-NATO,coastline_km,0
Lebanon,Middle East,Asia,Non-NATO,coastline_km,225
Namibia,Africa,Africa,Non-NATO,coastline_km,1572
Luxembourg,Western Europe,Europe,NATO,coastline_km,0
Afghanistan,Asia,Asia,Non-NATO,coastline_km,0
Niger,Africa,Africa,Non-NATO,coastline_km,0
Eritrea,Africa,Africa,Non-NATO,coastline_km,2234
Republic of the Congo,Africa,Africa,Non-NATO,coastline_km,169
Botswana,Africa,Africa,Non-NATO,coastline_km,0
Mauritania,Africa,Africa,Non-NATO,coastline_km,754
Dominican Republic,Central America,North America,Non-NATO,coastline_km,1288
Senegal,Africa,Africa,Non-NATO,coastline_km,531
Nepal,Asia-Pacific,Asia,Non-NATO,coastline_km,0
Montenegro,Balkans,Europe,NATO,coastline_km,294
El Salvador,Central America,North America,Non-NATO,coastline_km,307
Burkina Faso,Africa,Africa,Non-NATO,coastline_km,0
Madagascar,Africa,Africa,Non-NATO,coastline_km,4828
Nicaragua,Central America,North America,Non-NATO,coastline_km,910
Bosnia and Herzegovina,Balkans,Europe,Non-NATO,coastline_km,20
Gabon,Africa,Africa,Non-NATO,coastline_km,885
Moldova,Eastern Europe,Europe,Non-NATO,coastline_km,0
Iceland,Scandinavia,Europe,NATO,coastline_km,4970
Panama,Central America,North America,Non-NATO,coastline_km,2490
Beliz,Central America,North America,Non-NATO,coastline_km,386
Liberia,Africa,Africa,Non-NATO,coastline_km,579
Suriname,Northern South America,South America,Non-NATO,coastline_km,386
Sierra Leone,Africa,Africa,Non-NATO,coastline_km,402
Kosovo,Southern Europe,Europe,Non-NATO,coastline_km,0
Somalia,Africa,Africa,Non-NATO,coastline_km,3025
Central African Republic,Africa,Africa,Non-NATO,coastline_km,0
Benin,Africa,Africa,Non-NATO,coastline_km,121
Bhutan,Asia,Asia,Non-NATO,coastline_km,0
United States,Northern America,North America,NATO,border_coverage,12002
Russia,Eastern Europe,Europe,Non-NATO,border_coverage,22407
China,Asia-Pacific,Asia,Non-NATO,border_coverage,22457
India,Asia-Pacific,Asia,Non-NATO,border_coverage,13888
South Korea,Asia-Pacific,Asia,Non-NATO,border_coverage,237
United Kingdom,Northern Europe,Europe,NATO,border_coverage,443
France,Western Europe,Europe,NATO,border_coverage,4072
Japan,Asia-Pacific,Asia,Non-NATO,border_coverage,0
Turkiye,Middle East,Asia,NATO,border_coverage,2816
Italy,Southern Europe,Europe,NATO,border_coverage,1836
Brazil,Latin America,South America,Non-NATO,border_coverage,16145
Pakistan,Asia-Pacific,Asia,Non-NATO,border_coverage,7257
Indonesia,Southeast Asia,Asia,Non-NATO,border_coverage,2958
Germany,Central Europe,Europe,NATO,border_coverage,3694
Israel,Middle East,Asia,Non-NATO,border_coverage,1068
Iran,Middle East,Asia,Non-NATO,border_coverage,5894
Spain,Southern Europe,Europe,NATO,border_coverage,1953
Australia,Asia-Pacific,Oceania,Non-NATO,border_coverage,0
Egypt,Africa,Africa,Non-NATO,border_coverage,2612
Ukraine,Eastern Europe,Europe,Non-NATO,border_coverage,5581
Poland,Eastern Europe,Europe,NATO,border_coverage,2845
Taiwan,Asia-Pacific,Asia,Non-NATO,border_coverage,0
Vietnam,Southeast Asia,Asia,Non-NATO,border_coverage,4616
Saudi Arabia,Middle East,Asia,Non-NATO,border_coverage,4272
Thailand,Southeast Asia,Asia,Non-NATO,border_coverage,5673
Algeria,Africa,Africa,Non-NATO,border_coverage,6734
Sweden,Scandinavia,Europe,NATO,border_coverage,2211
Canada,Northern America,North America,NATO,border_coverage,8893
Singapore,Southeast Asia,Asia,Non-NATO,border_coverage,0
Greece,Southern Europe,Europe,NATO,border_coverage,1110
Nigeria,Africa,Africa,Non-NATO,border_coverage,4477
Mexico,Mexico,North America,Non-NATO,border_coverage,4389
Argentina,Latin America,South America,Non-NATO,border_coverage,11968
North Korea,Asia-Pacific,Asia,Non-NATO,border_coverage,1607
Bangladesh,Asia-Pacific,Asia,Non-NATO,border_coverage,4413
Netherlands,Western Europe,Europe,NATO,border_coverage,1053
Myanmar,Southeast Asia,Asia,Non-NATO,border_coverage,6522
Norway,Scandinavia,Europe,NATO,border_coverage,2566
Portugal,Southern Europe,Europe,NATO,border_coverage,1224
South Africa,Africa,Africa,Non-NATO,border_coverage,5244
Philippines,Southeast Asia,Asia,Non-NATO,border_coverage,0
Malaysia,Southeast Asia,Asia,Non-NATO,border_coverage,2742
Iraq,Middle East,Asia,Non-NATO,border_coverage,3809
Switzerland,Central Europe,Europe,Non-NATO,border_coverage,1770
Denmark,Scandinavia,Europe,NATO,border_coverage,140
Colombia,Latin America,South America,Non-NATO,border_coverage,6672
Chile,Latin America,South America,Non-NATO,border_coverage,7801
Finland,Scandinavia,Europe,NATO,border_coverage,2563
Peru,Latin America,South America,Non-NATO,border_coverage,7062
Venezuela,Latin America,South America,Non-NATO,border_coverage,5267
Romania,Eastern Europe,Europe,Non-NATO,border_coverage,2844
Ethiopia,Africa,Africa,Non-NATO,border_coverage,5925
Czechia,Eastern Europe,Europe,NATO,border_coverage,2046
United Arab Emirates,Middle East,Asia,Non-NATO,border_coverage,1066
Hungary,Eastern Europe,Europe,NATO,border_coverage,2106
Angola,Africa,Africa,Non-NATO,border_coverage,5369
Kazakhstan,Asia,Asia,Non-NATO,border_coverage,13364
Uzbekistan,Asia,Asia,Non-NATO,border_coverage,6893
Morocco,Africa,Africa,Non-NATO,border_coverage,2363
Azerbaijan,Asia,Asia,Non-NATO,border_coverage,2468
Belgium,Western Europe,Europe,NATO,border_coverage,1297
Bulgaria,Eastern Europe,Europe,NATO,border_coverage,1806
Serbia,Balkans,Europe,Non-NATO,border_coverage,2322
Syria,Middle East,Asia,Non-NATO,border_coverage,2363
Ecuador,Latin America,South America,Non-NATO,border_coverage,2237
Democratic Republic of the Congo,Africa,Africa,Non-NATO,border_coverage,10481
Cuba,Central America,North America,Non-NATO,border_coverage,29
Austria,Central Europe,Europe,Non-NATO,border_coverage,2524
Sri Lanka,Asia-Pacific,Asia,Non-NATO,border_coverage,0
Belarus,Eastern Europe,Europe,Non-NATO,border_coverage,3599
Slovakia,Eastern Europe,Europe,NATO,border_coverage,1587
Qatar,Middle East,Asia,Non-NATO,border_coverage,87
Sudan,Africa,Africa,Non-NATO,border_coverage,6819
Croatia,Balkans,Europe,NATO,border_coverage,2237
Jordan,Middle East,Asia,Non-NATO,border_coverage,1744
Libya,Africa,Africa,Non-NATO,border_coverage,4339
Turkmenistan,Asia,Asia,Non-NATO,border_coverage,4158
Albania,Balkans,Europe,NATO,border_coverage,691
Kuwait,Gulf Powers,Asia,Non-NATO,border_coverage,475
Bolivia,Latin America,South America,Non-NATO,border_coverage,7252
Bahrain,Gulf Powers,Asia,Non-NATO,border_coverage,0
Oman,Gulf Powers,Asia,Non-NATO,border_coverage,1561
Kenya,Africa,Africa,Non-NATO,border_coverage,3457
Chad,Africa,Africa,Non-NATO,border_coverage,6406
Yemen,Middle East,Asia,Non-NATO,border_coverage,1601
New Zealand,Asia-Pacific,Oceania,Non-NATO,border_coverage,0
Paraguay,Latin America,South America,Non-NATO,border_coverage,4655
Lithuania,Northern Europe,Europe,NATO,border_coverage,1545
Mozambique,Africa,Africa,Non-NATO,border_coverage,4783
Tunisia,Africa,Africa,Non-NATO,border_coverage,1495
Armenia,Asia,Asia,Non-NATO,border_coverage,1570
Tanzania,Africa,Africa,Non-NATO,border_coverage,4161
Cameroon,Africa,Africa,Non-NATO,border_coverage,5018
Georgia,Asia,Asia,Non-NATO,border_coverage,1814
Cambodia,Southeast Asia,Asia,Non-NATO,border_coverage,2530
Slovenia,Balkans,Europe,NATO,border_coverage,1211
Ireland,Northern Europe,Europe,Non-NATO,border_coverage,443
Mongolia,Asia-Pacific,Asia,Non-NATO,border_coverage,8082
Latvia,Northern Europe,Europe,NATO,border_coverage,1370
Uruguay,Latin America,South America,Non-NATO,border_coverage,1591
Honduras,Central America,North America,Non-NATO,border_coverage,1575
Ivory Coast,Africa,Africa,Non-NATO,border_coverage,3458
Guatemala,Central America,North America,Non-NATO,border_coverage,1667
Mali,Africa,Africa,Non-NATO,border_coverage,7908
Kyrgyzstan,Asia,Asia,Non-NATO,border_coverage,4573
Laos,Southeast Asia,Asia,Non-NATO,border_coverage,5274
Estonia,Northern Europe,Europe,NATO,border_coverage,657
Tajikistan,Asia,Asia,Non-NATO,border_coverage,4130
Zambia,Africa,Africa,Non-NATO,border_coverage,6043
Ghana,Africa,Africa,Non-NATO,border_coverage,2420
Zimbabwe,Africa,Africa,Non-NATO,border_coverage,3229
North Macedonia,Balkans,Europe,Non-NATO,border_coverage,838
South Sudan,Africa,Africa,Non-NATO,border_coverage,6018
Uganda,Africa,Africa,Non-NATO,border_coverage,2729
Lebanon,Middle East,Asia,Non-NATO,border_coverage,484
Namibia,Africa,Africa,Non-NATO,border_coverage,4220
Luxembourg,Western Europe,Europe,NATO,border_coverage,327
Afghanistan,Asia,Asia,Non-NATO,border_coverage,5987
Niger,Africa,Africa,Non-NATO,border_coverage,5834
Eritrea,Africa,Africa,Non-NATO,border_coverage,1840
Republic of the Congo,Africa,Africa,Non-NATO,border_coverage,5008
Botswana,Africa,Africa,Non-NATO,border_coverage,4347
Mauritania,Africa,Africa,Non-NATO,border_coverage,5002
Dominican Republic,Central America,North America,Non-NATO,border_coverage,376
Senegal,Africa,Africa,Non-NATO,border_coverage,2684
Nepal,Asia-Pacific,Asia,Non-NATO,border_coverage,3159
Montenegro,Balkans,Europe,NATO,border_coverage,680
El Salvador,Central America,North America,Non-NATO,border_coverage,590
Burkina Faso,Africa,Africa,Non-NATO,border_coverage,3611
Madagascar,Africa,Africa,Non-NATO,border_coverage,0
Nicaragua,Central America,North America,Non-NATO,border_coverage,1253
Bosnia and Herzegovina,Balkans,Europe,Non-NATO,border_coverage,1543
Gabon,Africa,Africa,Non-NATO,border_coverage,3261
Moldova,Eastern Europe,Europe,Non-NATO,border_coverage,1885
Iceland,Scandinavia,Europe,NATO,border_coverage,0
Panama,Central America,North America,Non-NATO,border_coverage,687
Beliz,Central America,North America,Non-NATO,border_coverage,542
Liberia,Africa,Africa,Non-NATO,border_coverage,1667
Suriname,Northern South America,South America,Non-NATO,border_coverage,1907
Sierra Leone,Africa,Africa,Non-NATO,border_coverage,1093
Kosovo,Southern Europe,Europe,Non-NATO,border_coverage,714
Somalia,Africa,Africa,Non-NATO,border_coverage,2385
Central African Republic,Africa,Africa,Non-NATO,border_coverage,5920
Benin,Africa,Africa,Non-NATO,border_coverage,2123
Bhutan,Asia,Asia,Non-NATO,border_coverage,1136
United States,Northern America,North America,NATO,waterway_coverage,41009
Russia,Eastern Europe,Europe,Non-NATO,waterway_coverage,102000
China,Asia-Pacific,Asia,Non-NATO,waterway_coverage,27700
India,Asia-Pacific,Asia,Non-NATO,waterway_coverage,14500
South Korea,Asia-Pacific,Asia,Non-NATO,waterway_coverage,1600
United Kingdom,Northern Europe,Europe,NATO,waterway_coverage,3200
France,Western Europe,Europe,NATO,waterway_coverage,8501
Japan,Asia-Pacific,Asia,Non-NATO,waterway_coverage,1770
Turkiye,Middle East,Asia,NATO,waterway_coverage,1200
Italy,Southern Europe,Europe,NATO,waterway_coverage,2400
Brazil,Latin America,South America,Non-NATO,waterway_coverage,50000
Pakistan,Asia-Pacific,Asia,Non-NATO,waterway_coverage,0
Indonesia,Southeast Asia,Asia,Non-NATO,waterway_coverage,21579
Germany,Central Europe,Europe,NATO,waterway_coverage,7300
Israel,Middle East,Asia,Non-NATO,waterway_coverage,0
Iran,Middle East,Asia,Non-NATO,waterway_coverage,850
Spain,Southern Europe,Europe,NATO,waterway_coverage,1000
Australia,Asia-Pacific,Oceania,Non-NATO,waterway_coverage,2000
Egypt,Africa,Africa,Non-NATO,waterway_coverage,3500
Ukraine,Eastern Europe,Europe,Non-NATO,waterway_coverage,1672
Poland,Eastern Europe,Europe,NATO,waterway_coverage,3997
Taiwan,Asia-Pacific,Asia,Non-NATO,waterway_coverage,0
Vietnam,Southeast Asia,Asia,Non-NATO,waterway_coverage,47130
Saudi Arabia,Middle East,Asia,Non-NATO,waterway_coverage,0
Thailand,Southeast Asia,Asia,Non-NATO,waterway_coverage,4000
Algeria,Africa,Africa,Non-NATO,waterway_coverage,0
Sweden,Scandinavia,Europe,NATO,waterway_coverage,2052
Canada,Northern America,North America,NATO,waterway_coverage,636
Singapore,Southeast Asia,Asia,Non-NATO,waterway_coverage,0
Greece,Southern Europe,Europe,NATO,waterway_coverage,6
Nigeria,Africa,Africa,Non-NATO,waterway_coverage,8600
Mexico,Mexico,North America,Non-NATO,waterway_coverage,2900
Argentina,Latin America,South America,Non-NATO,waterway_coverage,11000
North Korea,Asia-Pacific,Asia,Non-NATO,waterway_coverage,2250
Bangladesh,Asia-Pacific,Asia,Non-NATO,waterway_coverage,8370
Netherlands,Western Europe,Europe,NATO,waterway_coverage,6237
Myanmar,Southeast Asia,Asia,Non-NATO,waterway_coverage,12800
Norway,Scandinavia,Europe,NATO,waterway_coverage,1577
Portugal,Southern Europe,Europe,NATO,waterway_coverage,764
South Africa,Africa,Africa,Non-NATO,waterway_coverage,0
Philippines,Southeast Asia,Asia,Non-NATO,waterway_coverage,3219
Malaysia,Southeast Asia,Asia,Non-NATO,waterway_coverage,7200
Iraq,Middle East,Asia,Non-NATO,waterway_coverage,5279
Switzerland,Central Europe,Europe,Non-NATO,waterway_coverage,1292
Denmark,Scandinavia,Europe,NATO,waterway_coverage,400
Colombia,Latin America,South America,Non-NATO,waterway_coverage,24725
Chile,Latin America,South America,Non-NATO,waterway_coverage,12290
Finland,Scandinavia,Europe,NATO,waterway_coverage,8000
Peru,Latin America,South America,Non-NATO,waterway_coverage,8808
Venezuela,Latin America,South America,Non-NATO,waterway_coverage,7100
Romania,Eastern Europe,Europe,Non-NATO,waterway_coverage,1731
Ethiopia,Africa,Africa,Non-NATO,waterway_coverage,0
Czechia,Eastern Europe,Europe,NATO,waterway_coverage,664
United Arab Emirates,Middle East,Asia,Non-NATO,waterway_coverage,0
Hungary,Eastern Europe,Europe,NATO,waterway_coverage,1622
Angola,Africa,Africa,Non-NATO,waterway_coverage,1300
Kazakhstan,Asia,Asia,Non-NATO,waterway_coverage,43983
Uzbekistan,Asia,Asia,Non-NATO,waterway_coverage,1100
Morocco,Africa,Africa,Non-NATO,waterway_coverage,0
Azerbaijan,Asia,Asia,Non-NATO,waterway_coverage,0
Belgium,Western Europe,Europe,NATO,waterway_coverage,2043
Bulgaria,Eastern Europe,Europe,NATO,waterway_coverage,470
Serbia,Balkans,Europe,Non-NATO,waterway_coverage,587
Syria,Middle East,Asia,Non-NATO,waterway_coverage,900
Ecuador,Latin America,South America,Non-NATO,waterway_coverage,1500
Democratic Republic of the Congo,Africa,Africa,Non-NATO,waterway_coverage,15000
